Date,Total Calls,Successful Calls,Failed Calls,Voicemail Calls,Cancelled Calls,Bye Status Calls,Other Errors,Average Call Duration
2024-08-21 08:53:59.076026,480,171,25,18,75,2,304,2.8208333333333333
