Date,Total Calls,Successful Calls,Failed Calls,Voicemail Calls,Cancelled Calls,Bye Status Calls,Other Errors,Average Call Duration
2024-08-20 08:18:22.370855,15,11,4,0,6,0,9,6.333333333333333
